Row,Type,Size,Charge,Mass,m/z,RT
N_Cluster_3536,2D PEAK CLUSTER,2,1,772.247359482,771.240083015,1.37165018107
N_Cluster_3537,2D PEAK CLUSTER,2,1,773.810833538,772.803557071,1.07533443438
N_Cluster_3538,2D PEAK CLUSTER,3,1,774.200993759,773.193717292,5.45729128740
N_Cluster_3539,2D PEAK CLUSTER,2,1,774.201147937,773.193871470,5.57773766646
N_Cluster_3540,2D PEAK CLUSTER,2,1,774.421279164,773.414002698,11.1879677387
N_Cluster_3541,2D PEAK CLUSTER,2,1,774.544326271,773.537049804,9.64702309712
N_Cluster_3542,2D PEAK CLUSTER,2,1,774.543105486,773.535829019,10.0508666708
N_Cluster_3543,2D PEAK CLUSTER,2,1,774.542153535,773.534877068,10.6632151745
N_Cluster_3544,2D PEAK CLUSTER,2,1,774.550870878,773.543594411,15.5469857453
N_Cluster_3545,2D PEAK CLUSTER,2,1,775.207676230,774.200399763,2.03274472028
N_Cluster_3546,2D PEAK CLUSTER,2,1,775.401283004,774.394006538,5.97465521787
N_Cluster_3547,2D PEAK CLUSTER,2,1,775.446420714,774.439144247,9.62866460094
N_Cluster_3548,2D PEAK CLUSTER,2,1,775.810438368,774.803161901,1.07418580885
N_Cluster_3549,2D PEAK CLUSTER,2,1,776.216002057,775.208725590,5.55235142523
N_Cluster_3550,2D PEAK CLUSTER,2,1,776.541060504,775.533784037,11.8743223579
N_Cluster_3551,2D PEAK CLUSTER,3,1,776.597218867,775.589942400,13.0666906615
N_Cluster_3552,2D PEAK CLUSTER,2,1,776.598911907,775.591635440,8.98302627319
N_Cluster_3553,2D PEAK CLUSTER,2,1,776.600608262,775.593331795,9.06630722585
N_Cluster_3554,2D PEAK CLUSTER,2,1,777.212514701,776.205238234,3.97532563948
N_Cluster_3555,2D PEAK CLUSTER,2,1,777.819526849,776.812250382,1.07266375474
N_Cluster_3556,2D PEAK CLUSTER,2,1,778.171904624,777.164628157,4.74085098748
N_Cluster_3557,2D PEAK CLUSTER,2,1,779.321234956,778.313958489,1.07239003618
N_Cluster_3558,2D PEAK CLUSTER,2,1,779.473264107,778.465987640,10.6748395382
N_Cluster_3559,2D PEAK CLUSTER,2,1,779.818447728,778.811171261,1.07224344419
N_Cluster_3560,2D PEAK CLUSTER,2,1,780.317301121,779.310024654,4.81227541617
N_Cluster_3561,2D PEAK CLUSTER,2,1,780.468416310,779.461139843,9.62311446492
N_Cluster_3562,2D PEAK CLUSTER,2,1,781.486604791,780.479328324,11.5461087569
N_Cluster_3563,2D PEAK CLUSTER,3,1,782.209737247,781.202460781,1.30394752556
N_Cluster_3564,2D PEAK CLUSTER,2,1,782.445912028,781.438635561,9.93896514014
N_Cluster_3565,2D PEAK CLUSTER,2,1,785.158964445,784.151687978,3.79989346940
N_Cluster_3566,2D PEAK CLUSTER,2,1,785.520777023,784.513500556,9.93374699158
N_Cluster_3567,2D PEAK CLUSTER,3,1,786.201782882,785.194506415,4.32464827726
N_Cluster_3568,2D PEAK CLUSTER,4,1,786.201511262,785.194234795,4.45910491882
N_Cluster_3569,2D PEAK CLUSTER,2,1,786.202523688,785.195247221,5.47520590614
N_Cluster_3570,2D PEAK CLUSTER,2,1,786.222764260,785.215487793,3.54615794867
N_Cluster_3571,2D PEAK CLUSTER,2,1,788.397071865,787.389795398,3.47854176980
N_Cluster_3572,2D PEAK CLUSTER,2,1,788.508082158,787.500805691,13.6152916296
N_Cluster_3573,2D PEAK CLUSTER,2,1,789.786189219,788.778912752,1.07293697056
N_Cluster_3574,2D PEAK CLUSTER,3,1,790.360080880,789.352804413,8.62516483742
N_Cluster_3575,2D PEAK CLUSTER,3,1,790.359974457,789.352697990,8.82211489272
N_Cluster_3576,2D PEAK CLUSTER,3,1,790.363354809,789.356078342,4.96850460271
N_Cluster_3577,2D PEAK CLUSTER,2,1,790.555674307,789.548397840,9.22191308735
N_Cluster_3578,2D PEAK CLUSTER,3,1,792.327042688,791.319766221,3.61821852402
N_Cluster_3579,2D PEAK CLUSTER,2,1,793.796480414,792.789203947,1.07570751394
N_Cluster_3580,2D PEAK CLUSTER,3,1,794.303917002,793.296640535,8.82735892024
N_Cluster_3581,2D PEAK CLUSTER,2,1,794.353124361,793.345847894,4.55092033389
N_Cluster_3582,2D PEAK CLUSTER,2,1,794.521448101,793.514171634,11.7888499259
N_Cluster_3583,2D PEAK CLUSTER,2,1,795.505310473,794.498034006,9.62049449098
N_Cluster_3584,2D PEAK CLUSTER,2,1,796.512482678,795.505206211,9.51689101184
N_Cluster_3585,2D PEAK CLUSTER,2,1,796.791448004,795.784171537,1.07451610790
N_Cluster_3586,2D PEAK CLUSTER,2,1,797.364254677,796.356978210,1.07235598990
N_Cluster_3587,2D PEAK CLUSTER,2,1,797.567097124,796.559820658,12.2441995155
N_Cluster_3588,2D PEAK CLUSTER,2,1,797.870169879,796.862893412,1.06928433617
N_Cluster_3589,2D PEAK CLUSTER,2,1,798.252144069,797.244867602,6.62515596134
N_Cluster_3590,2D PEAK CLUSTER,2,1,798.442194606,797.434918140,9.21512654214
N_Cluster_3591,2D PEAK CLUSTER,2,1,798.550542796,797.543266329,15.7162765392
N_Cluster_3592,2D PEAK CLUSTER,2,1,799.582960550,798.575684084,12.9969952768
N_Cluster_3593,2D PEAK CLUSTER,2,1,800.217697351,799.210420884,4.65583707314
N_Cluster_3594,2D PEAK CLUSTER,3,1,800.295620447,799.288343980,3.63507820643
N_Cluster_3595,2D PEAK CLUSTER,2,1,800.347812866,799.340536400,6.27855782152
N_Cluster_3596,2D PEAK CLUSTER,2,1,800.567277395,799.560000928,15.6258466172
N_Cluster_3597,2D PEAK CLUSTER,2,1,801.554345688,800.547069221,8.44379730099
N_Cluster_3598,2D PEAK CLUSTER,2,1,801.553932144,800.546655677,8.74209377648
N_Cluster_3599,2D PEAK CLUSTER,2,1,801.554212901,800.546936434,9.05302124171
N_Cluster_3600,2D PEAK CLUSTER,2,1,801.553416454,800.546139987,9.52821554731
N_Cluster_3601,2D PEAK CLUSTER,2,1,801.553738829,800.546462362,10.1487710075
N_Cluster_3602,2D PEAK CLUSTER,2,1,801.658361854,800.651085387,1.16407278821
N_Cluster_3603,2D PEAK CLUSTER,2,1,803.472383146,802.465106679,11.0668573199
N_Cluster_3604,2D PEAK CLUSTER,2,1,803.567648834,802.560372367,7.96922472654
N_Cluster_3605,2D PEAK CLUSTER,2,1,803.569613009,802.562336542,8.11704118865
N_Cluster_3606,2D PEAK CLUSTER,2,1,803.568545110,802.561268644,9.04155626944
N_Cluster_3607,2D PEAK CLUSTER,2,1,803.568403513,802.561127046,9.52857673095
N_Cluster_3608,2D PEAK CLUSTER,2,1,803.569173258,802.561896791,11.3861048800
N_Cluster_3609,2D PEAK CLUSTER,2,1,803.569052606,802.561776140,11.6300276083
N_Cluster_3610,2D PEAK CLUSTER,2,1,803.569853326,802.562576859,7.74642370987
N_Cluster_3611,2D PEAK CLUSTER,2,1,804.183911917,803.176635450,1.53641349865
N_Cluster_3612,2D PEAK CLUSTER,2,1,804.322479730,803.315203264,6.31572515305
N_Cluster_3613,2D PEAK CLUSTER,2,1,805.352350879,804.345074413,1.06948586990
N_Cluster_3614,2D PEAK CLUSTER,2,1,805.488420599,804.481144132,10.8558613703
N_Cluster_3615,2D PEAK CLUSTER,2,1,805.488543679,804.481267212,11.5754879211
N_Cluster_3616,2D PEAK CLUSTER,2,1,805.510036334,804.502759867,9.28473953798
N_Cluster_3617,2D PEAK CLUSTER,2,1,805.581781621,804.574505154,8.17778060064
N_Cluster_3618,2D PEAK CLUSTER,2,1,805.583403629,804.576127163,8.51840412439
N_Cluster_3619,2D PEAK CLUSTER,2,1,805.585739901,804.578463435,8.62783717852
N_Cluster_3620,2D PEAK CLUSTER,2,1,805.581876605,804.574600139,8.88073914954
N_Cluster_3621,2D PEAK CLUSTER,2,1,805.579457890,804.572181423,9.52532130191
N_Cluster_3622,2D PEAK CLUSTER,2,1,805.578801816,804.571525349,10.1553543149
N_Cluster_3623,2D PEAK CLUSTER,2,1,805.579511815,804.572235348,10.6608602632
N_Cluster_3624,2D PEAK CLUSTER,3,1,805.581534283,804.574257816,10.8694144685
N_Cluster_3625,2D PEAK CLUSTER,2,1,805.583685745,804.576409278,11.6469210516
N_Cluster_3626,2D PEAK CLUSTER,2,1,805.848324318,804.841047851,1.07012338436
N_Cluster_3627,2D PEAK CLUSTER,2,1,806.243920493,805.236644026,7.41317080365
N_Cluster_3628,2D PEAK CLUSTER,3,1,806.338370032,805.331093565,5.69227290578
N_Cluster_3629,2D PEAK CLUSTER,3,1,806.339357519,805.332081052,5.89671479230
N_Cluster_3630,2D PEAK CLUSTER,2,1,806.337601324,805.330324857,6.46646433772
N_Cluster_3631,2D PEAK CLUSTER,2,1,806.585291708,805.578015241,9.94555529901
N_Cluster_3632,2D PEAK CLUSTER,2,1,807.224003436,806.216726969,12.1549442978
N_Cluster_3633,2D PEAK CLUSTER,2,1,807.504431916,806.497155449,10.5377139845
N_Cluster_3634,2D PEAK CLUSTER,2,1,807.505825260,806.498548794,9.50348517961
N_Cluster_3635,2D PEAK CLUSTER,2,1,808.464527925,807.457251458,11.8207683547
N_Cluster_3636,2D PEAK CLUSTER,2,1,809.774952570,808.767676103,1.07783098222
N_Cluster_3637,2D PEAK CLUSTER,2,1,810.469048440,809.461771973,10.9602363541
N_Cluster_3638,2D PEAK CLUSTER,2,1,813.844357091,812.837080624,1.07227074538
N_Cluster_3639,2D PEAK CLUSTER,4,1,814.218677843,813.211401376,4.41541307452
N_Cluster_3640,2D PEAK CLUSTER,2,1,814.459162128,813.451885661,7.12864135507
N_Cluster_3641,2D PEAK CLUSTER,2,1,814.490510266,813.483233800,11.8069931554
N_Cluster_3642,2D PEAK CLUSTER,2,1,815.403251568,814.395975101,3.03934247444
N_Cluster_3643,2D PEAK CLUSTER,2,1,815.613778604,814.606502138,11.9791315733
N_Cluster_3644,2D PEAK CLUSTER,2,1,816.214423667,815.207147200,4.80969101559
N_Cluster_3645,2D PEAK CLUSTER,2,1,816.213005204,815.205728738,5.65208523205
N_Cluster_3646,2D PEAK CLUSTER,2,1,816.248385450,815.241108983,3.59721603501
N_Cluster_3647,2D PEAK CLUSTER,2,1,816.506531063,815.499254596,8.67290090037
N_Cluster_3648,2D PEAK CLUSTER,3,1,816.506396463,815.499119996,8.88626308509
N_Cluster_3649,2D PEAK CLUSTER,3,1,816.506671462,815.499394996,9.06737293332
N_Cluster_3650,2D PEAK CLUSTER,2,1,816.505738201,815.498461734,9.22347186420
N_Cluster_3651,2D PEAK CLUSTER,2,1,816.506038487,815.498762020,9.40222156223
N_Cluster_3652,2D PEAK CLUSTER,4,1,816.506120118,815.498843652,9.64700565122
N_Cluster_3653,2D PEAK CLUSTER,4,1,816.506057946,815.498781479,9.80676525515
N_Cluster_3654,2D PEAK CLUSTER,3,1,816.504657523,815.497381056,9.90523370673
N_Cluster_3655,2D PEAK CLUSTER,3,1,816.506281062,815.499004595,10.1462690773
N_Cluster_3656,2D PEAK CLUSTER,3,1,816.505170932,815.497894465,10.2845852517
N_Cluster_3657,2D PEAK CLUSTER,3,1,816.506288663,815.499012196,10.4662838838
N_Cluster_3658,2D PEAK CLUSTER,2,1,816.505703394,815.498426927,10.8761037890
N_Cluster_3659,2D PEAK CLUSTER,5,1,816.505999940,815.498723473,11.8083583195
N_Cluster_3660,2D PEAK CLUSTER,2,1,816.505321353,815.498044887,6.54770339187
N_Cluster_3661,2D PEAK CLUSTER,2,1,816.506797691,815.499521224,6.80796392908
N_Cluster_3662,2D PEAK CLUSTER,2,1,816.504741779,815.497465312,7.77105884300
N_Cluster_3663,2D PEAK CLUSTER,2,1,817.508629223,816.501352756,10.0063052980
N_Cluster_3664,2D PEAK CLUSTER,3,1,817.508266784,816.500990318,11.2223858639
N_Cluster_3665,2D PEAK CLUSTER,2,1,817.575958389,816.568681922,1.19132198013
N_Cluster_3666,2D PEAK CLUSTER,2,1,817.583021164,816.575744697,9.13954935670
N_Cluster_3667,2D PEAK CLUSTER,2,1,817.582704237,816.575427770,9.67556671457
N_Cluster_3668,2D PEAK CLUSTER,2,1,817.583189410,816.575912943,9.99809670854
N_Cluster_3669,2D PEAK CLUSTER,2,1,817.869902124,816.862625657,1.07538692105
N_Cluster_3670,2D PEAK CLUSTER,2,1,818.162511172,817.155234705,1.15880346513
N_Cluster_3671,2D PEAK CLUSTER,2,1,818.191180400,817.183903934,4.47466440338
N_Cluster_3672,2D PEAK CLUSTER,2,1,818.227886986,817.220610519,5.72103601013
N_Cluster_3673,2D PEAK CLUSTER,2,1,818.354916593,817.347640126,6.43274615689
N_Cluster_3674,2D PEAK CLUSTER,2,1,819.598180294,818.590903827,9.54107942043
N_Cluster_3675,2D PEAK CLUSTER,2,1,820.207026861,819.199750395,4.16465861454
N_Cluster_3676,2D PEAK CLUSTER,2,1,820.244404370,819.237127903,6.44691720416
N_Cluster_3677,2D PEAK CLUSTER,2,1,820.244122886,819.236846419,6.72144579910
N_Cluster_3678,2D PEAK CLUSTER,2,1,820.355705374,819.348428907,6.09647278764
N_Cluster_3679,2D PEAK CLUSTER,2,1,820.357240809,819.349964342,6.31510677105
N_Cluster_3680,2D PEAK CLUSTER,3,1,820.535097291,819.527820825,13.4425738703
N_Cluster_3681,2D PEAK CLUSTER,2,1,820.534402232,819.527125765,13.6820086331
N_Cluster_3682,2D PEAK CLUSTER,2,1,820.534604599,819.527328132,13.9210316045
N_Cluster_3683,2D PEAK CLUSTER,2,1,820.629813163,819.622536696,15.5735275127
N_Cluster_3684,2D PEAK CLUSTER,2,1,821.295526064,820.288249597,4.66932087896
N_Cluster_3685,2D PEAK CLUSTER,2,1,821.819817747,820.812541280,1.06926016045
N_Cluster_3686,2D PEAK CLUSTER,2,1,822.333430550,821.326154083,5.30331017183
N_Cluster_3687,2D PEAK CLUSTER,2,1,822.389455503,821.382179037,6.47122157863
N_Cluster_3688,2D PEAK CLUSTER,2,1,822.389546893,821.382270426,6.72853204402
N_Cluster_3689,2D PEAK CLUSTER,2,1,822.445529191,821.438252724,11.0453442753
N_Cluster_3690,2D PEAK CLUSTER,2,1,822.550676423,821.543399956,13.9296646449
N_Cluster_3691,2D PEAK CLUSTER,2,1,822.550495990,821.543219523,14.5878740293
N_Cluster_3692,2D PEAK CLUSTER,2,1,823.537170255,822.529893788,9.38729527729
N_Cluster_3693,2D PEAK CLUSTER,2,1,823.537251821,822.529975355,9.46889762059
N_Cluster_3694,2D PEAK CLUSTER,2,1,823.536945575,822.529669108,10.1547141968
N_Cluster_3695,2D PEAK CLUSTER,2,1,823.537187717,822.529911250,10.7823142179
N_Cluster_3696,2D PEAK CLUSTER,2,1,823.536636480,822.529360013,11.2183108396
N_Cluster_3697,2D PEAK CLUSTER,2,1,824.274500137,823.267223670,5.86272229337
N_Cluster_3698,2D PEAK CLUSTER,2,1,824.294578519,823.287302053,4.99383108998
N_Cluster_3699,2D PEAK CLUSTER,2,1,824.405604878,823.398328411,6.40801358157
N_Cluster_3700,2D PEAK CLUSTER,2,1,824.405046493,823.397770026,6.64808223954
N_Cluster_3701,2D PEAK CLUSTER,2,1,824.565969019,823.558692552,15.5158296345
N_Cluster_3702,2D PEAK CLUSTER,2,1,824.878607406,823.871330939,2.34961867609
N_Cluster_3703,2D PEAK CLUSTER,2,1,825.553233182,824.545956715,8.92611566283
N_Cluster_3704,2D PEAK CLUSTER,2,1,825.552934079,824.545657612,9.53109551307
N_Cluster_3705,2D PEAK CLUSTER,2,1,825.552782767,824.545506300,10.1636165392
N_Cluster_3706,2D PEAK CLUSTER,2,1,825.552492379,824.545215912,10.4251248624
N_Cluster_3707,2D PEAK CLUSTER,2,1,825.553837815,824.546561348,11.2638526381
N_Cluster_3708,2D PEAK CLUSTER,3,1,826.211406142,825.204129676,6.55945821483
N_Cluster_3709,2D PEAK CLUSTER,2,1,826.325040070,825.317763603,4.50056991578
N_Cluster_3710,2D PEAK CLUSTER,2,1,826.347395955,825.340119488,4.68320939464
N_Cluster_3711,2D PEAK CLUSTER,2,1,827.567665977,826.560389510,9.03373950269
N_Cluster_3712,2D PEAK CLUSTER,2,1,827.569604587,826.562328121,9.15187284218
N_Cluster_3713,2D PEAK CLUSTER,2,1,827.568761042,826.561484575,9.52844713851
N_Cluster_3714,2D PEAK CLUSTER,2,1,827.567257458,826.559980991,10.8487613251
N_Cluster_3715,2D PEAK CLUSTER,3,1,827.538367150,826.531090683,11.4209575906
N_Cluster_3716,2D PEAK CLUSTER,3,1,828.263770086,827.256493619,6.69835581991
N_Cluster_3717,2D PEAK CLUSTER,2,1,828.263487511,827.256211044,6.94074536361
N_Cluster_3718,2D PEAK CLUSTER,2,1,828.269958619,827.262682152,4.64137942632
N_Cluster_3719,2D PEAK CLUSTER,2,1,828.274518649,827.267242182,1.30916626335
N_Cluster_3720,2D PEAK CLUSTER,2,1,828.270400419,827.263123952,4.32000729873
N_Cluster_3721,2D PEAK CLUSTER,2,1,828.660656466,827.653379999,1.16672767831
N_Cluster_3722,2D PEAK CLUSTER,2,1,829.494143090,828.486866623,10.0356474490
N_Cluster_3723,2D PEAK CLUSTER,2,1,829.583698126,828.576421660,11.6235396643
N_Cluster_3724,2D PEAK CLUSTER,2,1,829.585366239,828.578089772,8.47825286020
N_Cluster_3725,2D PEAK CLUSTER,2,1,829.584311220,828.577034754,8.67856930961
N_Cluster_3726,2D PEAK CLUSTER,2,1,829.583252772,828.575976305,9.20043759583
N_Cluster_3727,2D PEAK CLUSTER,2,1,829.583586985,828.576310518,9.41809811036
N_Cluster_3728,2D PEAK CLUSTER,2,1,829.583111193,828.575834726,9.88974102353
N_Cluster_3729,2D PEAK CLUSTER,2,1,829.582544283,828.575267816,10.8589832542
N_Cluster_3730,2D PEAK CLUSTER,2,1,830.227890304,829.220613838,5.65659835862
N_Cluster_3731,2D PEAK CLUSTER,2,1,831.599620339,830.592343872,8.52428651809
N_Cluster_3732,2D PEAK CLUSTER,2,1,831.599271726,830.591995259,8.88476241627
N_Cluster_3733,2D PEAK CLUSTER,2,1,831.599212739,830.591936272,9.04597463258
N_Cluster_3734,2D PEAK CLUSTER,2,1,831.599365785,830.592089319,9.17501127117
N_Cluster_3735,2D PEAK CLUSTER,2,1,831.600175831,830.592899364,9.37107984348
N_Cluster_3736,2D PEAK CLUSTER,2,1,831.600342237,830.593065771,9.53515321056
N_Cluster_3737,2D PEAK CLUSTER,2,1,831.600120584,830.592844118,10.0206916541
N_Cluster_3738,2D PEAK CLUSTER,2,1,831.601948239,830.594671772,10.1629649191
N_Cluster_3739,2D PEAK CLUSTER,2,1,831.599182105,830.591905638,10.3298130233
N_Cluster_3740,2D PEAK CLUSTER,2,1,831.599604713,830.592328246,11.0627164172
N_Cluster_3741,2D PEAK CLUSTER,2,1,831.599578161,830.592301695,11.6492061025
N_Cluster_3742,2D PEAK CLUSTER,2,1,832.410570315,831.403293848,8.30472410853
N_Cluster_3743,2D PEAK CLUSTER,2,1,832.510971970,831.503695503,9.05110793424
N_Cluster_3744,2D PEAK CLUSTER,2,1,832.511311090,831.504034623,9.82448017490
N_Cluster_3745,2D PEAK CLUSTER,2,1,832.511557908,831.504281441,10.1747791803
N_Cluster_3746,2D PEAK CLUSTER,2,1,832.508537629,831.501261162,10.7634688774
N_Cluster_3747,2D PEAK CLUSTER,2,1,832.500543017,831.493266550,11.7410494943
N_Cluster_3748,2D PEAK CLUSTER,2,1,832.603919996,831.596643529,12.0688295366
N_Cluster_3749,2D PEAK CLUSTER,2,1,833.612644954,832.605368487,8.63469081655
N_Cluster_3750,2D PEAK CLUSTER,2,1,833.616090002,832.608813535,8.88163743967
N_Cluster_3751,2D PEAK CLUSTER,3,1,833.616309952,832.609033485,9.14590412180
N_Cluster_3752,2D PEAK CLUSTER,4,1,833.613733209,832.606456743,9.64771965068
N_Cluster_3753,2D PEAK CLUSTER,2,1,833.615444526,832.608168059,9.89079699734
N_Cluster_3754,2D PEAK CLUSTER,2,1,833.614903742,832.607627275,10.1684597458
N_Cluster_3755,2D PEAK CLUSTER,3,1,833.613097002,832.605820535,10.7273170466
N_Cluster_3756,2D PEAK CLUSTER,2,1,833.612962794,832.605686328,10.8758175030
N_Cluster_3757,2D PEAK CLUSTER,2,1,833.614310537,832.607034070,11.2013462229
N_Cluster_3758,2D PEAK CLUSTER,2,1,833.613348421,832.606071954,11.6543930385
N_Cluster_3759,2D PEAK CLUSTER,2,1,834.526214355,833.518937889,8.44529269301
N_Cluster_3760,2D PEAK CLUSTER,2,1,834.526235470,833.518959003,9.04817992513
N_Cluster_3761,2D PEAK CLUSTER,2,1,834.528100924,833.520824457,9.52706121644
N_Cluster_3762,2D PEAK CLUSTER,2,1,834.525702200,833.518425734,10.2735898470
N_Cluster_3763,2D PEAK CLUSTER,2,1,835.119214626,834.111938160,1.38907771858
N_Cluster_3764,2D PEAK CLUSTER,2,1,835.547406286,834.540129819,9.22188970006
N_Cluster_3765,2D PEAK CLUSTER,2,1,836.172341938,835.165065471,4.08751247819
N_Cluster_3766,2D PEAK CLUSTER,2,1,836.349923601,835.342647134,5.50339481670
N_Cluster_3767,2D PEAK CLUSTER,2,1,836.474288724,835.467012257,11.8179606412
N_Cluster_3768,2D PEAK CLUSTER,2,1,836.529799086,835.522522619,12.5306368223
N_Cluster_3769,2D PEAK CLUSTER,2,1,838.328828425,837.321551958,4.93449375773
N_Cluster_3770,2D PEAK CLUSTER,2,1,838.387935403,837.380658936,5.71603014841
N_Cluster_3771,2D PEAK CLUSTER,2,1,838.385671067,837.378394600,5.83605059105
N_Cluster_3772,2D PEAK CLUSTER,2,1,838.386429216,837.379152749,5.94085645693
N_Cluster_3773,2D PEAK CLUSTER,2,1,838.386393864,837.379117397,6.05655745144
N_Cluster_3774,2D PEAK CLUSTER,2,1,838.492665840,837.485389373,8.17293224112
N_Cluster_3775,2D PEAK CLUSTER,3,1,838.490140502,837.482864036,8.62912754888
N_Cluster_3776,2D PEAK CLUSTER,3,1,838.490653421,837.483376954,9.15260596991
N_Cluster_3777,2D PEAK CLUSTER,4,1,838.491011219,837.483734752,9.54123192272
N_Cluster_3778,2D PEAK CLUSTER,3,1,838.489388927,837.482112460,9.89235488774
N_Cluster_3779,2D PEAK CLUSTER,2,1,838.490809367,837.483532900,10.0171788044
N_Cluster_3780,2D PEAK CLUSTER,4,1,838.490660812,837.483384345,10.3578366205
N_Cluster_3781,2D PEAK CLUSTER,4,1,838.490159183,837.482882716,10.5284900014
N_Cluster_3782,2D PEAK CLUSTER,4,1,838.490535770,837.483259303,11.1257932284
N_Cluster_3783,2D PEAK CLUSTER,3,1,838.490465862,837.483189395,11.7964637456
N_Cluster_3784,2D PEAK CLUSTER,2,1,838.486322703,837.479046236,6.52730049511
N_Cluster_3785,2D PEAK CLUSTER,2,1,839.494351208,838.487074741,8.22227032987
N_Cluster_3786,2D PEAK CLUSTER,2,1,840.195062642,839.187786175,3.88659997291
N_Cluster_3787,2D PEAK CLUSTER,4,1,840.343922230,839.336645763,4.65967146034
N_Cluster_3788,2D PEAK CLUSTER,2,1,840.344059770,839.336783303,4.81526606814
N_Cluster_3789,2D PEAK CLUSTER,2,1,840.342989107,839.335712640,5.06635681476
N_Cluster_3790,2D PEAK CLUSTER,2,1,840.360952301,839.353675835,9.15964961499
N_Cluster_3791,2D PEAK CLUSTER,2,1,840.402148046,839.394871579,5.61371304490
N_Cluster_3792,2D PEAK CLUSTER,2,1,840.399802093,839.392525627,5.87223784487
N_Cluster_3793,2D PEAK CLUSTER,2,1,840.504090805,839.496814338,9.40719922751
N_Cluster_3794,2D PEAK CLUSTER,2,1,840.492944994,839.485668527,9.98647627620
N_Cluster_3795,2D PEAK CLUSTER,3,1,842.316063222,841.308786755,4.25959034551
N_Cluster_3796,2D PEAK CLUSTER,2,1,842.355870832,841.348594365,4.80122333560
N_Cluster_3797,2D PEAK CLUSTER,3,1,842.406419404,841.399142937,11.7375086610
N_Cluster_3798,2D PEAK CLUSTER,2,1,842.600642344,841.593365877,1.25073001957
N_Cluster_3799,2D PEAK CLUSTER,2,1,844.537263696,843.529987230,11.8092458189
N_Cluster_3800,2D PEAK CLUSTER,2,1,844.636032956,843.628756489,1.16293502147
N_Cluster_3801,2D PEAK CLUSTER,2,1,845.138280332,844.131003866,1.16373764357
N_Cluster_3802,2D PEAK CLUSTER,2,1,845.868858194,844.861581727,1.06827850033
N_Cluster_3803,2D PEAK CLUSTER,3,1,846.285883593,845.278607126,1.34176332022
N_Cluster_3804,2D PEAK CLUSTER,2,1,846.365224656,845.357948189,1.07087565090
N_Cluster_3805,2D PEAK CLUSTER,2,1,847.590320557,846.583044090,9.27580898023
N_Cluster_3806,2D PEAK CLUSTER,2,1,847.593887186,846.586610719,9.74983017249
N_Cluster_3807,2D PEAK CLUSTER,2,1,848.493851592,847.486575125,11.7507109393
N_Cluster_3808,2D PEAK CLUSTER,2,1,849.316706634,848.309430167,4.59199903154
N_Cluster_3809,2D PEAK CLUSTER,2,1,849.574853966,848.567577499,9.75339359025
N_Cluster_3810,2D PEAK CLUSTER,2,1,849.573418272,848.566141806,6.80710085710
N_Cluster_3811,2D PEAK CLUSTER,2,1,850.254071690,849.246795223,4.77336882796
N_Cluster_3812,2D PEAK CLUSTER,2,1,851.787421659,850.780145192,1.07980734626
N_Cluster_3813,2D PEAK CLUSTER,2,1,852.190449905,851.183173439,7.14411553767
N_Cluster_3814,2D PEAK CLUSTER,2,1,852.307560724,851.300284257,4.89810265945
N_Cluster_3815,2D PEAK CLUSTER,3,1,852.525138213,851.517861746,12.4810082797
N_Cluster_3816,2D PEAK CLUSTER,2,1,853.570049510,852.562773043,10.4941862919
N_Cluster_3817,2D PEAK CLUSTER,2,1,854.205719110,853.198442643,7.12328647488
N_Cluster_3818,2D PEAK CLUSTER,2,1,854.249597540,853.242321073,4.72295534382
N_Cluster_3819,2D PEAK CLUSTER,2,1,854.361248454,853.353971988,5.13050567672
N_Cluster_3820,2D PEAK CLUSTER,2,1,854.324044216,853.316767749,4.37361273545
N_Cluster_3821,2D PEAK CLUSTER,2,1,854.337506550,853.330230084,3.97715239503
N_Cluster_3822,2D PEAK CLUSTER,2,1,854.372569056,853.365292589,6.47837267923
N_Cluster_3823,2D PEAK CLUSTER,2,1,854.488697897,853.481421430,9.82472433362
N_Cluster_3824,2D PEAK CLUSTER,2,1,854.484754825,853.477478358,9.91251819354
N_Cluster_3825,2D PEAK CLUSTER,2,1,854.486010642,853.478734175,11.0013013537
N_Cluster_3826,2D PEAK CLUSTER,2,1,854.488153633,853.480877166,11.2662010706
N_Cluster_3827,2D PEAK CLUSTER,3,1,856.221622112,855.214345645,6.59572726978
N_Cluster_3828,2D PEAK CLUSTER,3,1,856.338668139,855.331391673,4.40501411665
N_Cluster_3829,2D PEAK CLUSTER,2,1,856.338331687,855.331055220,4.60860486028
N_Cluster_3830,2D PEAK CLUSTER,2,1,856.510484984,855.503208517,10.0418426622
N_Cluster_3831,2D PEAK CLUSTER,3,1,856.508885685,855.501609218,10.8554982983
N_Cluster_3832,2D PEAK CLUSTER,2,1,857.520901705,856.513625238,10.6328933572
N_Cluster_3833,2D PEAK CLUSTER,2,1,857.609966239,856.602689772,9.65728748600
N_Cluster_3834,2D PEAK CLUSTER,2,1,858.352652533,857.345376067,4.58307451548
N_Cluster_3835,2D PEAK CLUSTER,2,1,858.353912548,857.346636081,4.72702978950
N_Cluster_3836,2D PEAK CLUSTER,2,1,858.348146208,857.340869741,8.62539957476
N_Cluster_3837,2D PEAK CLUSTER,2,1,858.348380553,857.341104086,8.82323534982
N_Cluster_3838,2D PEAK CLUSTER,2,1,858.529648396,857.522371930,9.77656453267
