Row,Type,Size,Charge,Mass,m/z,RT
N_Cluster_1714,2D PEAK CLUSTER,2,1,400.283099896,399.275823430,11.1633345652
N_Cluster_1715,2D PEAK CLUSTER,2,1,400.283237916,399.275961450,8.45076086324
N_Cluster_1716,2D PEAK CLUSTER,2,1,401.951876547,400.944600080,2.34928512524
N_Cluster_1717,2D PEAK CLUSTER,2,1,402.092012408,401.084735941,4.67855858342
N_Cluster_1718,2D PEAK CLUSTER,2,1,402.095430880,401.088154413,6.77333194426
N_Cluster_1719,2D PEAK CLUSTER,2,1,402.116907045,401.109630578,3.61946660791
N_Cluster_1720,2D PEAK CLUSTER,2,1,402.156426055,401.149149588,4.34983386975
N_Cluster_1721,2D PEAK CLUSTER,2,1,402.152631297,401.145354830,3.91301713262
N_Cluster_1722,2D PEAK CLUSTER,2,1,402.150888763,401.143612297,5.14560629981
N_Cluster_1723,2D PEAK CLUSTER,2,1,402.189352474,401.182076007,4.45522534402
N_Cluster_1724,2D PEAK CLUSTER,2,1,402.189930078,401.182653611,4.93322373301
N_Cluster_1725,2D PEAK CLUSTER,2,1,403.127363802,402.120087335,4.13102443755
N_Cluster_1726,2D PEAK CLUSTER,2,1,403.924310109,402.917033642,1.07459078404
N_Cluster_1727,2D PEAK CLUSTER,2,1,403.998286663,402.991010196,11.3726877590
N_Cluster_1728,2D PEAK CLUSTER,2,1,404.033650617,403.026374150,4.28031813154
N_Cluster_1729,2D PEAK CLUSTER,2,1,404.099132826,403.091856359,3.50359080418
N_Cluster_1730,2D PEAK CLUSTER,2,1,404.099195322,403.091918855,3.83628240403
N_Cluster_1731,2D PEAK CLUSTER,2,1,404.110848435,403.103571968,6.06349761229
N_Cluster_1732,2D PEAK CLUSTER,2,1,404.111018786,403.103742319,4.96347919174
N_Cluster_1733,2D PEAK CLUSTER,2,1,404.132463212,403.125186745,3.67683428394
N_Cluster_1734,2D PEAK CLUSTER,2,1,404.157796938,403.150520472,4.88982075272
N_Cluster_1735,2D PEAK CLUSTER,2,1,404.168771535,403.161495068,4.17958537354
N_Cluster_1736,2D PEAK CLUSTER,2,1,404.168562512,403.161286045,4.44153153384
N_Cluster_1737,2D PEAK CLUSTER,3,1,404.293222387,403.285945920,11.2962635897
N_Cluster_1738,2D PEAK CLUSTER,2,1,405.112202585,404.104926118,1.30474135328
N_Cluster_1739,2D PEAK CLUSTER,2,1,405.156561635,404.149285168,3.94683502503
N_Cluster_1740,2D PEAK CLUSTER,2,1,405.922465519,404.915189052,1.07459034246
N_Cluster_1741,2D PEAK CLUSTER,2,1,405.995322497,404.988046030,11.3739041535
N_Cluster_1742,2D PEAK CLUSTER,2,1,406.036110412,405.028833946,1.50073188902
N_Cluster_1743,2D PEAK CLUSTER,2,1,406.036300813,405.029024346,1.82646539200
N_Cluster_1744,2D PEAK CLUSTER,2,1,406.090728581,405.083452114,4.47897515618
N_Cluster_1745,2D PEAK CLUSTER,3,1,406.088020881,405.080744414,3.65130622788
N_Cluster_1746,2D PEAK CLUSTER,2,1,406.147700215,405.140423748,3.47364675737
N_Cluster_1747,2D PEAK CLUSTER,2,1,406.148315558,405.141039091,6.66468900018
N_Cluster_1748,2D PEAK CLUSTER,2,1,406.148526930,405.141250463,7.99115005313
N_Cluster_1749,2D PEAK CLUSTER,2,1,406.221955830,405.214679364,3.82702556345
N_Cluster_1750,2D PEAK CLUSTER,2,1,406.233186182,405.225909716,5.00075966489
N_Cluster_1751,2D PEAK CLUSTER,2,1,406.221279778,405.214003311,6.06570026633
N_Cluster_1752,2D PEAK CLUSTER,2,1,406.220982646,405.213706180,6.19845225105
N_Cluster_1753,2D PEAK CLUSTER,2,1,407.067860730,406.060584263,4.43979414734
N_Cluster_1754,2D PEAK CLUSTER,4,1,407.127281554,406.120005087,1.27054395935
N_Cluster_1755,2D PEAK CLUSTER,2,1,407.172912779,406.165636312,3.87731869420
N_Cluster_1756,2D PEAK CLUSTER,2,1,408.014589904,407.007313437,3.69195285658
N_Cluster_1757,2D PEAK CLUSTER,2,1,408.163070763,407.155794296,5.76594922685
N_Cluster_1758,2D PEAK CLUSTER,2,1,408.179913675,407.172637209,3.51900344308
N_Cluster_1759,2D PEAK CLUSTER,2,1,408.177317826,407.170041359,7.93892325088
N_Cluster_1760,2D PEAK CLUSTER,2,1,408.194194987,407.186918521,11.3543823747
N_Cluster_1761,2D PEAK CLUSTER,2,1,409.009657001,408.002380535,2.20178790293
N_Cluster_1762,2D PEAK CLUSTER,2,1,409.078221866,408.070945399,4.08555532446
N_Cluster_1763,2D PEAK CLUSTER,2,1,409.941479180,408.934202714,1.07168605204
N_Cluster_1764,2D PEAK CLUSTER,2,1,410.031142904,409.023866437,5.78278099746
N_Cluster_1765,2D PEAK CLUSTER,2,1,410.052421972,409.045145506,3.33249598297
N_Cluster_1766,2D PEAK CLUSTER,2,1,410.052537257,409.045260790,2.80507689926
N_Cluster_1767,2D PEAK CLUSTER,2,1,410.103673307,409.096396840,5.12807934018
N_Cluster_1768,2D PEAK CLUSTER,2,1,410.139335287,409.132058820,8.70136042628
N_Cluster_1769,2D PEAK CLUSTER,2,1,410.184717213,409.177440746,5.65611047021
N_Cluster_1770,2D PEAK CLUSTER,2,1,410.193161183,409.185884716,5.06501056407
N_Cluster_1771,2D PEAK CLUSTER,2,1,410.192451979,409.185175512,7.33175889175
N_Cluster_1772,2D PEAK CLUSTER,2,1,410.243896544,409.236620077,9.46756322919
N_Cluster_1773,2D PEAK CLUSTER,3,1,411.078404112,410.071127645,3.07977242657
N_Cluster_1774,2D PEAK CLUSTER,2,1,411.275534950,410.268258483,9.65609194297
N_Cluster_1775,2D PEAK CLUSTER,2,1,411.299171283,410.291894816,6.87483233307
N_Cluster_1776,2D PEAK CLUSTER,2,1,411.299123587,410.291847121,7.11997446775
N_Cluster_1777,2D PEAK CLUSTER,2,1,411.870306199,410.863029732,1.14746866400
N_Cluster_1778,2D PEAK CLUSTER,2,1,412.083297136,411.076020670,4.38959273016
N_Cluster_1779,2D PEAK CLUSTER,2,1,412.115802880,411.108526413,7.42009015204
N_Cluster_1780,2D PEAK CLUSTER,2,1,412.140688188,411.133411721,4.40788661025
N_Cluster_1781,2D PEAK CLUSTER,2,1,412.173760212,411.166483745,5.75126638228
N_Cluster_1782,2D PEAK CLUSTER,2,1,412.210253370,411.202976903,5.31046720810
N_Cluster_1783,2D PEAK CLUSTER,2,1,412.194960821,411.187684354,3.53362224241
N_Cluster_1784,2D PEAK CLUSTER,2,1,412.210193703,411.202917236,5.48195276860
N_Cluster_1785,2D PEAK CLUSTER,2,1,412.209174771,411.201898305,5.70474174636
N_Cluster_1786,2D PEAK CLUSTER,2,1,412.244516264,411.237239797,7.61748540397
N_Cluster_1787,2D PEAK CLUSTER,2,1,412.246829649,411.239553182,5.67384615013
N_Cluster_1788,2D PEAK CLUSTER,2,1,412.246689080,411.239412613,5.87873300336
N_Cluster_1789,2D PEAK CLUSTER,2,1,412.246926558,411.239650091,8.74347934538
N_Cluster_1790,2D PEAK CLUSTER,2,1,413.989270264,412.981993797,4.27971433438
N_Cluster_1791,2D PEAK CLUSTER,2,1,414.046067109,413.038790642,11.4215665477
N_Cluster_1792,2D PEAK CLUSTER,2,1,414.091458186,413.084181719,2.68433580199
N_Cluster_1793,2D PEAK CLUSTER,2,1,414.110919437,413.103642970,2.88235734497
N_Cluster_1794,2D PEAK CLUSTER,4,1,414.116460306,413.109183839,3.88183466675
N_Cluster_1795,2D PEAK CLUSTER,3,1,414.116428505,413.109152038,4.12545001169
N_Cluster_1796,2D PEAK CLUSTER,3,1,414.116478906,413.109202439,4.22809910254
N_Cluster_1797,2D PEAK CLUSTER,4,1,414.131518562,413.124242096,6.69155740530
N_Cluster_1798,2D PEAK CLUSTER,3,1,414.131514346,413.124237879,6.81985559126
N_Cluster_1799,2D PEAK CLUSTER,2,1,414.130508152,413.123231685,4.72172438349
N_Cluster_1800,2D PEAK CLUSTER,2,1,414.153265169,413.145988702,4.68702097493
N_Cluster_1801,2D PEAK CLUSTER,2,1,414.153127268,413.145850801,4.79797773799
N_Cluster_1802,2D PEAK CLUSTER,2,1,414.153016926,413.145740459,5.85880162218
N_Cluster_1803,2D PEAK CLUSTER,3,1,414.174170364,413.166893897,3.06596257227
N_Cluster_1804,2D PEAK CLUSTER,3,1,414.174412752,413.167136285,3.57957051843
N_Cluster_1805,2D PEAK CLUSTER,2,1,414.200019185,413.192742718,11.0513808444
N_Cluster_1806,2D PEAK CLUSTER,2,1,414.226367455,413.219090989,5.00907591458
N_Cluster_1807,2D PEAK CLUSTER,2,1,414.225849767,413.218573300,5.20253156594
N_Cluster_1808,2D PEAK CLUSTER,2,1,414.225903851,413.218627384,5.27731241284
N_Cluster_1809,2D PEAK CLUSTER,3,1,414.225653057,413.218376590,5.51881590443
N_Cluster_1810,2D PEAK CLUSTER,2,1,414.226357956,413.219081489,7.49912897921
N_Cluster_1811,2D PEAK CLUSTER,2,1,414.262323506,413.255047039,8.60424254533
N_Cluster_1812,2D PEAK CLUSTER,2,1,414.262590849,413.255314382,9.21680395470
N_Cluster_1813,2D PEAK CLUSTER,2,1,414.262526115,413.255249648,9.36639343167
N_Cluster_1814,2D PEAK CLUSTER,2,1,416.042964722,415.035688256,11.3660352269
N_Cluster_1815,2D PEAK CLUSTER,2,1,416.152909882,415.145633415,1.25728174319
N_Cluster_1816,2D PEAK CLUSTER,2,1,416.168529495,415.161253028,3.97108330643
N_Cluster_1817,2D PEAK CLUSTER,2,1,416.172358870,415.165082404,4.81407448293
N_Cluster_1818,2D PEAK CLUSTER,2,1,416.204968614,415.197692147,4.93675984701
N_Cluster_1819,2D PEAK CLUSTER,2,1,416.205022147,415.197745680,5.09121863446
N_Cluster_1820,2D PEAK CLUSTER,2,1,416.227962702,415.220686235,3.43928709653
N_Cluster_1821,2D PEAK CLUSTER,2,1,416.241632790,415.234356323,6.47100290660
N_Cluster_1822,2D PEAK CLUSTER,2,1,416.278006795,415.270730328,9.06535202328
N_Cluster_1823,2D PEAK CLUSTER,2,1,417.069716379,416.062439912,1.24181557290
N_Cluster_1824,2D PEAK CLUSTER,2,1,418.221009659,417.213733192,4.77333770108
N_Cluster_1825,2D PEAK CLUSTER,3,1,418.220636679,417.213360212,5.09138185734
N_Cluster_1826,2D PEAK CLUSTER,2,1,418.220458988,417.213182521,6.11745105784
N_Cluster_1827,2D PEAK CLUSTER,2,1,418.218360724,417.211084257,11.8411978019
N_Cluster_1828,2D PEAK CLUSTER,2,1,418.219489810,417.212213343,7.03850965591
N_Cluster_1829,2D PEAK CLUSTER,2,1,418.257024998,417.249748531,7.00937846660
N_Cluster_1830,2D PEAK CLUSTER,2,1,418.293147790,417.285871324,10.7641565139
N_Cluster_1831,2D PEAK CLUSTER,2,1,418.294101989,417.286825522,9.37107322326
N_Cluster_1832,2D PEAK CLUSTER,2,1,418.294056174,417.286779707,9.94707630873
N_Cluster_1833,2D PEAK CLUSTER,2,1,418.293381782,417.286105315,10.4668906306
N_Cluster_1834,2D PEAK CLUSTER,2,1,418.954523975,417.947247508,1.26224920595
N_Cluster_1835,2D PEAK CLUSTER,4,1,419.106877620,418.099601153,4.08648372593
N_Cluster_1836,2D PEAK CLUSTER,2,1,419.123007752,418.115731285,5.46701787081
N_Cluster_1837,2D PEAK CLUSTER,2,1,419.158048411,418.150771944,4.06627400046
N_Cluster_1838,2D PEAK CLUSTER,2,1,419.826852077,418.819575610,1.17691127429
N_Cluster_1839,2D PEAK CLUSTER,2,1,420.125677294,419.118400828,4.26884820204
N_Cluster_1840,2D PEAK CLUSTER,2,1,420.096887379,419.089610912,6.62416554280
N_Cluster_1841,2D PEAK CLUSTER,2,1,420.128007995,419.120731528,2.88139342089
N_Cluster_1842,2D PEAK CLUSTER,2,1,420.291319451,419.284042984,11.4025225174
N_Cluster_1843,2D PEAK CLUSTER,2,1,420.290504475,419.283228008,11.9817987425
N_Cluster_1844,2D PEAK CLUSTER,3,1,420.308861016,419.301584549,10.7828384360
N_Cluster_1845,2D PEAK CLUSTER,3,1,420.308660353,419.301383886,11.0969559430
N_Cluster_1846,2D PEAK CLUSTER,2,1,420.879534625,419.872258158,1.52161708916
N_Cluster_1847,2D PEAK CLUSTER,2,1,421.116105788,420.108829321,2.54076913215
N_Cluster_1848,2D PEAK CLUSTER,2,1,422.052219032,421.044942565,3.36596570184
N_Cluster_1849,2D PEAK CLUSTER,2,1,422.083008496,421.075732029,3.69469035015
N_Cluster_1850,2D PEAK CLUSTER,2,1,422.089695099,421.082418632,3.82809644928
N_Cluster_1851,2D PEAK CLUSTER,2,1,422.088601875,421.081325408,2.90757372161
N_Cluster_1852,2D PEAK CLUSTER,2,1,422.142700916,421.135424449,2.48964241554
N_Cluster_1853,2D PEAK CLUSTER,2,1,422.142567718,421.135291252,2.66767132082
N_Cluster_1854,2D PEAK CLUSTER,2,1,422.130751497,421.123475030,2.96649503582
N_Cluster_1855,2D PEAK CLUSTER,2,1,422.168165880,421.160889414,3.46592593846
N_Cluster_1856,2D PEAK CLUSTER,2,1,422.195157390,421.187880924,6.20385024734
N_Cluster_1857,2D PEAK CLUSTER,2,1,422.233859793,421.226583326,11.0521004647
N_Cluster_1858,2D PEAK CLUSTER,2,1,422.234003299,421.226726832,11.5011035080
N_Cluster_1859,2D PEAK CLUSTER,2,1,423.239397053,422.232120587,8.21667786578
N_Cluster_1860,2D PEAK CLUSTER,2,1,423.299383996,422.292107529,5.91057997143
N_Cluster_1861,2D PEAK CLUSTER,3,1,423.335608434,422.328331967,9.89689526216
N_Cluster_1862,2D PEAK CLUSTER,2,1,424.068146831,423.060870364,4.16618894689
N_Cluster_1863,2D PEAK CLUSTER,2,1,424.195234103,423.187957636,4.96699056628
N_Cluster_1864,2D PEAK CLUSTER,2,1,424.233072514,423.225796047,11.4455470030
N_Cluster_1865,2D PEAK CLUSTER,2,1,424.251968176,423.244691709,11.7865683427
N_Cluster_1866,2D PEAK CLUSTER,3,1,425.094141947,424.086865480,4.02013017050
N_Cluster_1867,2D PEAK CLUSTER,3,1,425.254952718,424.247676252,8.94886142369
N_Cluster_1868,2D PEAK CLUSTER,2,1,425.254929302,424.247652835,9.18431551915
N_Cluster_1869,2D PEAK CLUSTER,2,1,425.278553437,424.271276970,5.39770697326
N_Cluster_1870,2D PEAK CLUSTER,2,1,425.278614820,424.271338353,5.55840111633
N_Cluster_1871,2D PEAK CLUSTER,2,1,426.006232658,424.998956191,5.35973890657
N_Cluster_1872,2D PEAK CLUSTER,2,1,426.067493224,425.060216757,4.16612605328
N_Cluster_1873,2D PEAK CLUSTER,2,1,426.174701308,425.167424842,3.76995196384
N_Cluster_1874,2D PEAK CLUSTER,2,1,426.202455061,425.195178595,11.4774697362
N_Cluster_1875,2D PEAK CLUSTER,2,1,426.226183517,425.218907050,7.27782475792
N_Cluster_1876,2D PEAK CLUSTER,2,1,426.246634930,425.239358463,11.7860405495
N_Cluster_1877,2D PEAK CLUSTER,3,1,427.294235621,426.286959154,5.37793828107
N_Cluster_1878,2D PEAK CLUSTER,2,1,427.294387873,426.287111406,5.60879419272
N_Cluster_1879,2D PEAK CLUSTER,2,1,428.062472096,427.055195630,2.45669073533
N_Cluster_1880,2D PEAK CLUSTER,2,1,428.069888309,427.062611842,3.65136695714
N_Cluster_1881,2D PEAK CLUSTER,2,1,428.149005991,427.141729524,6.47968317504
N_Cluster_1882,2D PEAK CLUSTER,3,1,428.168692581,427.161416115,5.21379890137
N_Cluster_1883,2D PEAK CLUSTER,2,1,428.189582907,427.182306440,3.62280362006
N_Cluster_1884,2D PEAK CLUSTER,3,1,428.189888466,427.182611999,4.12818303050
N_Cluster_1885,2D PEAK CLUSTER,2,1,428.204787262,427.197510795,4.42928584298
N_Cluster_1886,2D PEAK CLUSTER,2,1,428.205128739,427.197852272,4.81477529255
N_Cluster_1887,2D PEAK CLUSTER,2,1,428.204365936,427.197089469,5.29496741751
N_Cluster_1888,2D PEAK CLUSTER,2,1,428.204893621,427.197617154,5.43418981384
N_Cluster_1889,2D PEAK CLUSTER,2,1,428.241687319,427.234410852,4.60407443188
N_Cluster_1890,2D PEAK CLUSTER,2,1,428.241494102,427.234217635,4.89804420233
N_Cluster_1891,2D PEAK CLUSTER,2,1,428.911174613,427.903898146,2.11234569732
N_Cluster_1892,2D PEAK CLUSTER,2,1,430.082737791,429.075461324,2.88559492424
N_Cluster_1893,2D PEAK CLUSTER,2,1,430.132367030,429.125090563,1.41551401072
N_Cluster_1894,2D PEAK CLUSTER,3,1,430.161878435,429.154601968,3.51580599650
N_Cluster_1895,2D PEAK CLUSTER,2,1,430.158379649,429.151103182,7.93689359009
N_Cluster_1896,2D PEAK CLUSTER,2,1,430.184416929,429.177140462,5.01107577200
N_Cluster_1897,2D PEAK CLUSTER,2,1,430.184594059,429.177317592,5.11903777702
N_Cluster_1898,2D PEAK CLUSTER,2,1,430.184648454,429.177371987,5.37823900035
N_Cluster_1899,2D PEAK CLUSTER,2,1,430.194869972,429.187593506,9.02872994906
N_Cluster_1900,2D PEAK CLUSTER,2,1,430.194630783,429.187354316,9.23176707805
N_Cluster_1901,2D PEAK CLUSTER,2,1,430.220428654,429.213152187,4.45683123175
N_Cluster_1902,2D PEAK CLUSTER,3,1,430.220408340,429.213131873,4.56105574525
N_Cluster_1903,2D PEAK CLUSTER,3,1,430.220434711,429.213158244,4.66090833439
N_Cluster_1904,2D PEAK CLUSTER,2,1,430.220504611,429.213228144,4.76186672792
N_Cluster_1905,2D PEAK CLUSTER,2,1,430.244392899,429.237116432,4.04955038111
N_Cluster_1906,2D PEAK CLUSTER,2,1,430.257341864,429.250065397,8.66599621181
N_Cluster_1907,2D PEAK CLUSTER,2,1,430.257096497,429.249820031,7.79080360427
N_Cluster_1908,2D PEAK CLUSTER,2,1,432.034262770,431.026986303,3.33311593417
N_Cluster_1909,2D PEAK CLUSTER,4,1,432.105756948,431.098480481,4.52715406178
N_Cluster_1910,2D PEAK CLUSTER,2,1,432.111287732,431.104011265,1.32563023942
N_Cluster_1911,2D PEAK CLUSTER,2,1,432.148451133,431.141174666,1.56870793129
N_Cluster_1912,2D PEAK CLUSTER,2,1,432.163603588,431.156327121,4.84272674726
N_Cluster_1913,2D PEAK CLUSTER,2,1,432.199778076,431.192501609,3.96017524871
N_Cluster_1914,2D PEAK CLUSTER,2,1,432.199712107,431.192435640,4.05833484766
N_Cluster_1915,2D PEAK CLUSTER,2,1,432.199882214,431.192605748,4.37534335098
N_Cluster_1916,2D PEAK CLUSTER,2,1,432.210046872,431.202770406,9.53749771502
N_Cluster_1917,2D PEAK CLUSTER,2,1,432.228068941,431.220792474,10.3279579128
N_Cluster_1918,2D PEAK CLUSTER,2,1,432.273038116,431.265761649,9.23316997098
N_Cluster_1919,2D PEAK CLUSTER,2,1,432.272883919,431.265607453,8.19882721744
N_Cluster_1920,2D PEAK CLUSTER,2,1,433.068195633,432.060919166,3.53648964720
N_Cluster_1921,2D PEAK CLUSTER,4,1,433.122529306,432.115252839,4.67235378739
N_Cluster_1922,2D PEAK CLUSTER,2,1,433.127707456,432.120430990,2.13214665411
N_Cluster_1923,2D PEAK CLUSTER,2,1,433.991273275,432.983996809,11.1709142376
N_Cluster_1924,2D PEAK CLUSTER,2,1,434.142936328,433.135659861,3.73208010883
N_Cluster_1925,2D PEAK CLUSTER,2,1,434.143012457,433.135735990,2.86300708290
N_Cluster_1926,2D PEAK CLUSTER,3,1,434.215285172,433.208008705,3.96069437581
N_Cluster_1927,2D PEAK CLUSTER,4,1,434.215260288,433.207983821,4.06086393528
N_Cluster_1928,2D PEAK CLUSTER,2,1,434.215325743,433.208049276,4.46269110581
N_Cluster_1929,2D PEAK CLUSTER,2,1,434.215310775,433.208034308,4.58432971213
N_Cluster_1930,2D PEAK CLUSTER,3,1,434.215994099,433.208717632,4.79949807949
N_Cluster_1931,2D PEAK CLUSTER,2,1,434.215580993,433.208304526,6.31593994337
N_Cluster_1932,2D PEAK CLUSTER,2,1,434.224768092,433.217491625,9.86382895888
N_Cluster_1933,2D PEAK CLUSTER,2,1,434.243833401,433.236556934,11.4722366918
N_Cluster_1934,2D PEAK CLUSTER,2,1,434.243266581,433.235990114,8.10439090502
N_Cluster_1935,2D PEAK CLUSTER,2,1,434.243661770,433.236385304,8.35510632483
N_Cluster_1936,2D PEAK CLUSTER,2,1,434.252167400,433.244890933,5.05908680327
N_Cluster_1937,2D PEAK CLUSTER,2,1,434.252006286,433.244729819,5.21479677148
N_Cluster_1938,2D PEAK CLUSTER,2,1,434.376713948,433.369437481,15.2031420675
N_Cluster_1939,2D PEAK CLUSTER,2,1,436.068024889,435.060748422,3.52341770100
N_Cluster_1940,2D PEAK CLUSTER,2,1,436.098714251,435.091437784,3.82786786402
N_Cluster_1941,2D PEAK CLUSTER,2,1,436.096723867,435.089447400,4.08421181787
N_Cluster_1942,2D PEAK CLUSTER,2,1,436.113043004,435.105766537,6.69213813244
N_Cluster_1943,2D PEAK CLUSTER,2,1,436.137594172,435.130317705,6.42717685368
N_Cluster_1944,2D PEAK CLUSTER,2,1,436.231266155,435.223989688,5.92412390318
N_Cluster_1945,2D PEAK CLUSTER,2,1,436.231010908,435.223734441,6.60571400054
N_Cluster_1946,2D PEAK CLUSTER,2,1,436.259270932,435.251994465,10.4795974980
N_Cluster_1947,2D PEAK CLUSTER,2,1,436.267489733,435.260213266,5.14284736567
N_Cluster_1948,2D PEAK CLUSTER,2,1,436.283129115,435.275852648,11.7556835909
N_Cluster_1949,2D PEAK CLUSTER,2,1,436.303732850,435.296456383,11.4909057515
N_Cluster_1950,2D PEAK CLUSTER,2,1,437.972544252,436.965267785,1.82633674146
N_Cluster_1951,2D PEAK CLUSTER,2,1,437.959263343,436.951986876,11.4026006394
N_Cluster_1952,2D PEAK CLUSTER,2,1,437.985679095,436.978402628,11.1706165411
N_Cluster_1953,2D PEAK CLUSTER,2,1,438.046578445,437.039301979,3.00526726056
N_Cluster_1954,2D PEAK CLUSTER,2,1,438.046683633,437.039407167,3.09812495635
N_Cluster_1955,2D PEAK CLUSTER,2,1,438.046625144,437.039348677,3.21863426362
N_Cluster_1956,2D PEAK CLUSTER,2,1,438.083535041,437.076258574,2.52418518016
N_Cluster_1957,2D PEAK CLUSTER,2,1,438.084438149,437.077161682,3.47235166749
N_Cluster_1958,2D PEAK CLUSTER,2,1,438.138092570,437.130816103,3.21934414415
N_Cluster_1959,2D PEAK CLUSTER,2,1,438.173852786,437.166576319,4.02564206489
N_Cluster_1960,2D PEAK CLUSTER,2,1,438.246762933,437.239486466,4.93876404841
N_Cluster_1961,2D PEAK CLUSTER,2,1,438.283197848,437.275921381,4.48687786782
N_Cluster_1962,2D PEAK CLUSTER,2,1,439.271040296,438.263763829,9.23910589039
N_Cluster_1963,2D PEAK CLUSTER,2,1,439.270679772,438.263403305,9.42690506305
N_Cluster_1964,2D PEAK CLUSTER,2,1,439.294004030,438.286727564,4.91097443907
N_Cluster_1965,2D PEAK CLUSTER,2,1,439.293947500,438.286671033,5.09433333015
N_Cluster_1966,2D PEAK CLUSTER,2,1,439.955189924,438.947913457,11.3985142670
N_Cluster_1967,2D PEAK CLUSTER,2,1,440.063122828,439.055846361,3.10258790619
N_Cluster_1968,2D PEAK CLUSTER,2,1,440.063195847,439.055919380,3.30312567073
N_Cluster_1969,2D PEAK CLUSTER,2,1,440.092703786,439.085427320,1.30430224526
N_Cluster_1970,2D PEAK CLUSTER,3,1,440.093473686,439.086197220,3.67573614015
N_Cluster_1971,2D PEAK CLUSTER,3,1,440.093752861,439.086476394,4.42946404239
N_Cluster_1972,2D PEAK CLUSTER,2,1,440.187970832,439.180694365,5.79313252709
N_Cluster_1973,2D PEAK CLUSTER,2,1,440.216788644,439.209512178,5.19673331600
N_Cluster_1974,2D PEAK CLUSTER,2,1,440.241754097,439.234477631,5.81601271086
N_Cluster_1975,2D PEAK CLUSTER,2,1,440.241185430,439.233908963,6.65979482318
N_Cluster_1976,2D PEAK CLUSTER,2,1,440.243124931,439.235848464,2.83269618601
N_Cluster_1977,2D PEAK CLUSTER,2,1,440.262371978,439.255095511,4.81632941632
N_Cluster_1978,2D PEAK CLUSTER,2,1,440.277401933,439.270125466,9.89889011989
N_Cluster_1979,2D PEAK CLUSTER,2,1,440.277797787,439.270521321,10.0515331236
N_Cluster_1980,2D PEAK CLUSTER,2,1,440.361600221,439.354323755,9.20033503024
N_Cluster_1981,2D PEAK CLUSTER,2,1,441.084006991,440.076730524,2.96486104215
N_Cluster_1982,2D PEAK CLUSTER,3,1,441.088628771,440.081352304,4.08911279231
N_Cluster_1983,2D PEAK CLUSTER,2,1,442.020603700,441.013327233,3.48734086077
N_Cluster_1984,2D PEAK CLUSTER,3,1,442.108715025,441.101438558,1.25735233959
N_Cluster_1985,2D PEAK CLUSTER,2,1,442.205824339,441.198547872,4.89818994939
N_Cluster_1986,2D PEAK CLUSTER,2,1,442.257345982,441.250069516,6.24834959619
N_Cluster_1987,2D PEAK CLUSTER,2,1,442.256836752,441.249560285,6.92006914744
N_Cluster_1988,2D PEAK CLUSTER,2,1,442.259809022,441.252532555,11.0731720209
N_Cluster_1989,2D PEAK CLUSTER,4,1,442.293138170,441.285861703,9.58247578034
N_Cluster_1990,2D PEAK CLUSTER,3,1,442.293075227,441.285798760,9.83419662823
N_Cluster_1991,2D PEAK CLUSTER,2,1,443.192438462,442.185161995,11.4825360483
N_Cluster_1992,2D PEAK CLUSTER,2,1,444.126744090,443.119467623,4.26829682258
N_Cluster_1993,2D PEAK CLUSTER,2,1,444.142275459,443.134998992,6.54810376039
N_Cluster_1994,2D PEAK CLUSTER,3,1,444.142454266,443.135177799,6.74739815040
N_Cluster_1995,2D PEAK CLUSTER,2,1,444.184611784,443.177335317,2.65705355085
